typeSeason,slugSeason,idGame,dateGame,slugMatchup,slugTeamWinner,slugTeamLoser,numberGameDay,season
Regular Season,2017-18,21701020,2018-03-15,TOR @ IND,TOR,IND,1,2018
Regular Season,2017-18,21701021,2018-03-15,CHA @ ATL,CHA,ATL,2,2018
Regular Season,2017-18,21701022,2018-03-15,NYK vs. PHI,PHI,NYK,3,2018
Regular Season,2017-18,21701023,2018-03-15,LAC @ HOU,HOU,LAC,4,2018
Regular Season,2017-18,21701024,2018-03-15,CHI @ MEM,CHI,MEM,5,2018
Regular Season,2017-18,21701025,2018-03-15,SAS vs. NOP,SAS,NOP,6,2018
Regular Season,2017-18,21701026,2018-03-15,DEN vs. DET,DEN,DET,7,2018
Regular Season,2017-18,21701027,2018-03-15,UTA vs. PHX,UTA,PHX,8,2018
Regular Season,2017-18,21701028,2018-03-15,CLE @ POR,POR,CLE,9,2018
Regular Season,2017-18,21701029,2018-03-16,ORL vs. BOS,BOS,ORL,1,2018
Regular Season,2017-18,21701030,2018-03-16,BKN @ PHI,PHI,BKN,2,2018
Regular Season,2017-18,21701031,2018-03-16,DAL @ TOR,TOR,DAL,3,2018
Regular Season,2017-18,21701032,2018-03-16,OKC vs. LAC,OKC,LAC,4,2018
Regular Season,2017-18,21701033,2018-03-16,SAC @ GSW,SAC,GSW,5,2018
Regular Season,2017-18,21701034,2018-03-16,MIA @ LAL,MIA,LAL,6,2018
Regular Season,2017-18,21701035,2018-03-17,IND @ WAS,WAS,IND,1,2018
Regular Season,2017-18,21701036,2018-03-17,HOU @ NOP,HOU,NOP,2,2018
Regular Season,2017-18,21701037,2018-03-17,BKN vs. DAL,BKN,DAL,3,2018
Regular Season,2017-18,21701038,2018-03-17,NYK vs. CHA,NYK,CHA,4,2018
Regular Season,2017-18,21701039,2018-03-17,CLE @ CHI,CLE,CHI,5,2018
Regular Season,2017-18,21701040,2018-03-17,DEN @ MEM,MEM,DEN,6,2018
Regular Season,2017-18,21701041,2018-03-17,MIL vs. ATL,MIL,ATL,7,2018
Regular Season,2017-18,21701042,2018-03-17,SAS vs. MIN,SAS,MIN,8,2018
Regular Season,2017-18,21701043,2018-03-17,SAC @ UTA,UTA,SAC,9,2018
Regular Season,2017-18,21701044,2018-03-17,GSW @ PHX,GSW,PHX,10,2018
Regular Season,2017-18,21701045,2018-03-17,POR vs. DET,POR,DET,11,2018
Regular Season,2017-18,21701046,2018-03-18,OKC @ TOR,OKC,TOR,1,2018
Regular Season,2017-18,21701047,2018-03-18,BOS @ NOP,NOP,BOS,2,2018
Regular Season,2017-18,21701048,2018-03-18,HOU @ MIN,HOU,MIN,3,2018
Regular Season,2017-18,21701049,2018-03-18,POR @ LAC,POR,LAC,4,2018
Regular Season,2017-18,21701050,2018-03-19,MIL @ CLE,CLE,MIL,1,2018
Regular Season,2017-18,21701051,2018-03-19,IND vs. LAL,IND,LAL,2,2018
Regular Season,2017-18,21701052,2018-03-19,PHI vs. CHA,PHI,CHA,3,2018
Regular Season,2017-18,21701053,2018-03-19,BKN vs. MEM,BKN,MEM,4,2018
Regular Season,2017-18,21701054,2018-03-19,MIA vs. DEN,MIA,DEN,5,2018
Regular Season,2017-18,21701055,2018-03-19,CHI @ NYK,NYK,CHI,6,2018
Regular Season,2017-18,21701056,2018-03-19,GSW @ SAS,SAS,GSW,7,2018
Regular Season,2017-18,21701057,2018-03-19,SAC vs. DET,DET,SAC,8,2018
Regular Season,2017-18,21701058,2018-03-20,ORL vs. TOR,TOR,ORL,1,2018
Regular Season,2017-18,21701059,2018-03-20,OKC @ BOS,BOS,OKC,2,2018
Regular Season,2017-18,21701060,2018-03-20,LAC @ MIN,MIN,LAC,3,2018
Regular Season,2017-18,21701061,2018-03-20,DAL @ NOP,NOP,DAL,4,2018
Regular Season,2017-18,21701062,2018-03-20,UTA vs. ATL,ATL,UTA,5,2018
Regular Season,2017-18,21701063,2018-03-20,PHX vs. DET,DET,PHX,6,2018
Regular Season,2017-18,21701064,2018-03-20,POR vs. HOU,HOU,POR,7,2018
Regular Season,2017-18,21700809,2018-03-21,IND @ NOP,NOP,IND,1,2018
Regular Season,2017-18,21701065,2018-03-21,CLE vs. TOR,CLE,TOR,2,2018
Regular Season,2017-18,21701066,2018-03-21,MEM @ PHI,PHI,MEM,3,2018
Regular Season,2017-18,21701067,2018-03-21,CHA @ BKN,CHA,BKN,4,2018
Regular Season,2017-18,21701068,2018-03-21,MIA vs. NYK,MIA,NYK,5,2018
Regular Season,2017-18,21701069,2018-03-21,CHI vs. DEN,DEN,CHI,6,2018
Regular Season,2017-18,21701070,2018-03-21,LAC @ MIL,LAC,MIL,7,2018
Regular Season,2017-18,21701071,2018-03-21,SAS vs. WAS,SAS,WAS,8,2018
Regular Season,2017-18,21701072,2018-03-22,CHA vs. MEM,CHA,MEM,1,2018
Regular Season,2017-18,21701073,2018-03-22,PHI @ ORL,PHI,ORL,2,2018
Regular Season,2017-18,21701074,2018-03-22,HOU vs. DET,HOU,DET,3,2018
Regular Season,2017-18,21701075,2018-03-22,NOP vs. LAL,NOP,LAL,4,2018
Regular Season,2017-18,21701076,2018-03-22,UTA @ DAL,UTA,DAL,5,2018
Regular Season,2017-18,21701077,2018-03-22,ATL @ SAC,SAC,ATL,6,2018
Regular Season,2017-18,21701078,2018-03-23,LAC @ IND,IND,LAC,1,2018
Regular Season,2017-18,21701079,2018-03-23,WAS vs. DEN,DEN,WAS,2,2018
Regular Season,2017-18,21701080,2018-03-23,PHX @ CLE,CLE,PHX,3,2018
Regular Season,2017-18,21701081,2018-03-23,MIN @ NYK,MIN,NYK,4,2018
Regular Season,2017-18,21701082,2018-03-23,TOR vs. BKN,TOR,BKN,5,2018
Regular Season,2017-18,21701083,2018-03-23,MIL @ CHI,MIL,CHI,6,2018
Regular Season,2017-18,21701084,2018-03-23,OKC vs. MIA,OKC,MIA,7,2018
Regular Season,2017-18,21701085,2018-03-23,SAS vs. UTA,SAS,UTA,8,2018
Regular Season,2017-18,21701086,2018-03-23,POR vs. BOS,BOS,POR,9,2018
Regular Season,2017-18,21701087,2018-03-23,GSW vs. ATL,GSW,ATL,10,2018
Regular Season,2017-18,21701088,2018-03-24,MIN @ PHI,PHI,MIN,1,2018
Regular Season,2017-18,21701089,2018-03-24,DET vs. CHI,DET,CHI,2,2018
Regular Season,2017-18,21701090,2018-03-24,ORL vs. PHX,ORL,PHX,3,2018
Regular Season,2017-18,21701091,2018-03-24,NOP @ HOU,HOU,NOP,4,2018
Regular Season,2017-18,21701092,2018-03-24,LAL @ MEM,LAL,MEM,5,2018
Regular Season,2017-18,21701093,2018-03-24,CHA @ DAL,CHA,DAL,6,2018
Regular Season,2017-18,21701094,2018-03-25,CLE @ BKN,CLE,BKN,1,2018
Regular Season,2017-18,21701095,2018-03-25,SAS @ MIL,MIL,SAS,2,2018
Regular Season,2017-18,21701096,2018-03-25,IND vs. MIA,IND,MIA,3,2018
Regular Season,2017-18,21701097,2018-03-25,TOR vs. LAC,LAC,TOR,4,2018
Regular Season,2017-18,21701098,2018-03-25,WAS vs. NYK,NYK,WAS,5,2018
Regular Season,2017-18,21701099,2018-03-25,SAC vs. BOS,BOS,SAC,6,2018
Regular Season,2017-18,21701100,2018-03-25,POR @ OKC,POR,OKC,7,2018
Regular Season,2017-18,21701101,2018-03-25,ATL @ HOU,HOU,ATL,8,2018
Regular Season,2017-18,21701102,2018-03-25,UTA @ GSW,UTA,GSW,9,2018
Regular Season,2017-18,21701103,2018-03-26,NYK @ CHA,CHA,NYK,1,2018
Regular Season,2017-18,21701104,2018-03-26,DET vs. LAL,DET,LAL,2,2018
Regular Season,2017-18,21701105,2018-03-26,PHI vs. DEN,PHI,DEN,3,2018
Regular Season,2017-18,21701106,2018-03-26,MIN vs. MEM,MEM,MIN,4,2018
Regular Season,2017-18,21701107,2018-03-26,BOS @ PHX,BOS,PHX,5,2018
Regular Season,2017-18,21701108,2018-03-27,SAS @ WAS,WAS,SAS,1,2018
Regular Season,2017-18,21701109,2018-03-27,TOR vs. DEN,TOR,DEN,2,2018
Regular Season,2017-18,21701110,2018-03-27,MIA vs. CLE,MIA,CLE,3,2018
Regular Season,2017-18,21701111,2018-03-27,CHI @ HOU,HOU,CHI,4,2018
Regular Season,2017-18,21701112,2018-03-27,NOP vs. POR,POR,NOP,5,2018
Regular Season,2017-18,21701113,2018-03-27,DAL @ SAC,DAL,SAC,6,2018
Regular Season,2017-18,21701114,2018-03-27,IND @ GSW,IND,GSW,7,2018
Regular Season,2017-18,21701115,2018-03-27,LAC vs. MIL,LAC,MIL,8,2018
Regular Season,2017-18,21701116,2018-03-28,CLE @ CHA,CLE,CHA,1,2018
Regular Season,2017-18,21701117,2018-03-28,BKN @ ORL,BKN,ORL,2,2018
Regular Season,2017-18,21701118,2018-03-28,PHI vs. NYK,PHI,NYK,3,2018
Regular Season,2017-18,21701119,2018-03-28,MEM vs. POR,MEM,POR,4,2018
Regular Season,2017-18,21701120,2018-03-28,MIN vs. ATL,MIN,ATL,5,2018
Regular Season,2017-18,21701121,2018-03-28,UTA vs. BOS,BOS,UTA,6,2018
Regular Season,2017-18,21701122,2018-03-28,LAC @ PHX,LAC,PHX,7,2018
Regular Season,2017-18,21701123,2018-03-28,DAL @ LAL,LAL,DAL,8,2018
Regular Season,2017-18,21701124,2018-03-29,DET vs. WAS,DET,WAS,1,2018
Regular Season,2017-18,21701125,2018-03-29,CHI @ MIA,MIA,CHI,2,2018
Regular Season,2017-18,21701126,2018-03-29,OKC @ SAS,SAS,OKC,3,2018
Regular Season,2017-18,21701127,2018-03-29,SAC vs. IND,IND,SAC,4,2018
Regular Season,2017-18,21701128,2018-03-29,GSW vs. MIL,MIL,GSW,5,2018
Regular Season,2017-18,21701129,2018-03-30,ORL vs. CHI,CHI,ORL,1,2018
Regular Season,2017-18,21701130,2018-03-30,PHI @ ATL,PHI,ATL,2,2018
Regular Season,2017-18,21701131,2018-03-30,CLE vs. NOP,CLE,NOP,3,2018
Regular Season,2017-18,21701132,2018-03-30,PHX @ HOU,HOU,PHX,4,2018
Regular Season,2017-18,21701133,2018-03-30,DEN @ OKC,DEN,OKC,5,2018
Regular Season,2017-18,21701134,2018-03-30,DAL vs. MIN,MIN,DAL,6,2018
Regular Season,2017-18,21701135,2018-03-30,UTA vs. MEM,UTA,MEM,7,2018
Regular Season,2017-18,21701136,2018-03-30,MIL @ LAL,MIL,LAL,8,2018
Regular Season,2017-18,21701137,2018-03-30,LAC @ POR,POR,LAC,9,2018
Regular Season,2017-18,21701138,2018-03-31,CHA @ WAS,WAS,CHA,1,2018
Regular Season,2017-18,21701139,2018-03-31,NYK vs. DET,DET,NYK,2,2018
Regular Season,2017-18,21701140,2018-03-31,TOR @ BOS,BOS,TOR,3,2018
Regular Season,2017-18,21701141,2018-03-31,MIA vs. BKN,BKN,MIA,4,2018
Regular Season,2017-18,21701142,2018-03-31,GSW @ SAC,GSW,SAC,5,2018
Regular Season,2017-18,21701143,2018-04-01,CHA vs. PHI,PHI,CHA,1,2018
Regular Season,2017-18,21701144,2018-04-01,CHI vs. WAS,CHI,WAS,2,2018
Regular Season,2017-18,21701145,2018-04-01,HOU @ SAS,SAS,HOU,3,2018
Regular Season,2017-18,21701146,2018-04-01,LAC vs. IND,IND,LAC,4,2018
Regular Season,2017-18,21701147,2018-04-01,ORL @ ATL,ATL,ORL,5,2018
Regular Season,2017-18,21701148,2018-04-01,DET @ BKN,DET,BKN,6,2018
Regular Season,2017-18,21701149,2018-04-01,DAL @ CLE,CLE,DAL,7,2018
Regular Season,2017-18,21701150,2018-04-01,NOP vs. OKC,OKC,NOP,8,2018
Regular Season,2017-18,21701151,2018-04-01,UTA @ MIN,UTA,MIN,9,2018
Regular Season,2017-18,21701152,2018-04-01,DEN vs. MIL,DEN,MIL,10,2018
Regular Season,2017-18,21701153,2018-04-01,PHX @ GSW,GSW,PHX,11,2018
Regular Season,2017-18,21701154,2018-04-01,MEM @ POR,POR,MEM,12,2018
Regular Season,2017-18,21701155,2018-04-01,LAL vs. SAC,SAC,LAL,13,2018
Regular Season,2017-18,21701156,2018-04-03,TOR @ CLE,CLE,TOR,1,2018
Regular Season,2017-18,21701157,2018-04-03,BKN @ PHI,PHI,BKN,2,2018
Regular Season,2017-18,21701158,2018-04-03,ATL @ MIA,MIA,ATL,3,2018
Regular Season,2017-18,21701159,2018-04-03,NYK vs. ORL,ORL,NYK,4,2018
Regular Season,2017-18,21701160,2018-04-03,CHA @ CHI,CHI,CHA,5,2018
Regular Season,2017-18,21701161,2018-04-03,HOU vs. WAS,HOU,WAS,6,2018
Regular Season,2017-18,21701162,2018-04-03,MIL vs. BOS,MIL,BOS,7,2018
Regular Season,2017-18,21701163,2018-04-03,OKC vs. GSW,GSW,OKC,8,2018
Regular Season,2017-18,21701164,2018-04-03,POR @ DAL,DAL,POR,9,2018
Regular Season,2017-18,21701165,2018-04-03,DEN vs. IND,DEN,IND,10,2018
Regular Season,2017-18,21701166,2018-04-03,LAL @ UTA,UTA,LAL,11,2018
Regular Season,2017-18,21701167,2018-04-03,SAC @ PHX,PHX,SAC,12,2018
Regular Season,2017-18,21701168,2018-04-03,SAS @ LAC,LAC,SAS,13,2018
Regular Season,2017-18,21701169,2018-04-04,PHI @ DET,PHI,DET,1,2018
Regular Season,2017-18,21701170,2018-04-04,DAL @ ORL,ORL,DAL,2,2018
Regular Season,2017-18,21701171,2018-04-04,TOR vs. BOS,TOR,BOS,3,2018
Regular Season,2017-18,21701172,2018-04-04,MIA @ ATL,MIA,ATL,4,2018
Regular Season,2017-18,21701173,2018-04-04,MEM @ NOP,NOP,MEM,5,2018
Regular Season,2017-18,21701174,2018-04-04,SAS @ LAL,LAL,SAS,6,2018
Regular Season,2017-18,21701175,2018-04-05,IND vs. GSW,IND,GSW,1,2018
Regular Season,2017-18,21701176,2018-04-05,WAS @ CLE,CLE,WAS,2,2018
Regular Season,2017-18,21701177,2018-04-05,HOU vs. POR,HOU,POR,3,2018
Regular Season,2017-18,21701178,2018-04-05,BKN @ MIL,BKN,MIL,4,2018
Regular Season,2017-18,21701179,2018-04-05,UTA vs. LAC,UTA,LAC,5,2018
Regular Season,2017-18,21701180,2018-04-05,MIN @ DEN,DEN,MIN,6,2018
Regular Season,2017-18,21701181,2018-04-06,DET vs. DAL,DET,DAL,1,2018
Regular Season,2017-18,21701182,2018-04-06,CHA @ ORL,CHA,ORL,2,2018
Regular Season,2017-18,21701183,2018-04-06,PHI vs. CLE,PHI,CLE,3,2018
Regular Season,2017-18,21701184,2018-04-06,ATL @ WAS,ATL,WAS,4,2018
Regular Season,2017-18,21701185,2018-04-06,CHI @ BOS,BOS,CHI,5,2018
Regular Season,2017-18,21701186,2018-04-06,NYK vs. MIA,NYK,MIA,6,2018
Regular Season,2017-18,21701187,2018-04-06,IND @ TOR,TOR,IND,7,2018
Regular Season,2017-18,21701188,2018-04-06,MEM vs. SAC,SAC,MEM,8,2018
Regular Season,2017-18,21701189,2018-04-06,PHX vs. NOP,NOP,PHX,9,2018
Regular Season,2017-18,21701190,2018-04-06,MIN @ LAL,MIN,LAL,10,2018
Regular Season,2017-18,21701191,2018-04-07,LAC vs. DEN,DEN,LAC,1,2018
Regular Season,2017-18,21701192,2018-04-07,NYK vs. MIL,MIL,NYK,2,2018
Regular Season,2017-18,21701193,2018-04-07,CHI vs. BKN,BKN,CHI,3,2018
Regular Season,2017-18,21701194,2018-04-07,HOU vs. OKC,OKC,HOU,4,2018
Regular Season,2017-18,21701195,2018-04-07,GSW vs. NOP,NOP,GSW,5,2018
Regular Season,2017-18,21701196,2018-04-07,SAS vs. POR,SAS,POR,6,2018
Regular Season,2017-18,21701197,2018-04-08,CHA vs. IND,IND,CHA,1,2018
Regular Season,2017-18,21701198,2018-04-08,DAL @ PHI,PHI,DAL,2,2018
Regular Season,2017-18,21701199,2018-04-08,DET @ MEM,MEM,DET,3,2018
Regular Season,2017-18,21701200,2018-04-08,TOR vs. ORL,TOR,ORL,4,2018
Regular Season,2017-18,21701201,2018-04-08,UTA @ LAL,UTA,LAL,5,2018
Regular Season,2017-18,21701202,2018-04-08,ATL @ BOS,ATL,BOS,6,2018
Regular Season,2017-18,21701203,2018-04-08,GSW @ PHX,GSW,PHX,7,2018
Regular Season,2017-18,21701204,2018-04-09,DET vs. TOR,TOR,DET,1,2018
Regular Season,2017-18,21701205,2018-04-09,BKN vs. CHI,BKN,CHI,2,2018
Regular Season,2017-18,21701206,2018-04-09,MIA vs. OKC,OKC,MIA,3,2018
Regular Season,2017-18,21701207,2018-04-09,CLE @ NYK,CLE,NYK,4,2018
Regular Season,2017-18,21701208,2018-04-09,MIL vs. ORL,MIL,ORL,5,2018
Regular Season,2017-18,21701209,2018-04-09,MIN vs. MEM,MIN,MEM,6,2018
Regular Season,2017-18,21701210,2018-04-09,SAS vs. SAC,SAS,SAC,7,2018
Regular Season,2017-18,21701211,2018-04-09,DEN vs. POR,DEN,POR,8,2018
Regular Season,2017-18,21701212,2018-04-09,NOP @ LAC,NOP,LAC,9,2018
Regular Season,2017-18,21701213,2018-04-10,IND vs. CHA,CHA,IND,1,2018
Regular Season,2017-18,21701214,2018-04-10,ATL vs. PHI,PHI,ATL,2,2018
Regular Season,2017-18,21701215,2018-04-10,WAS vs. BOS,WAS,BOS,3,2018
Regular Season,2017-18,21701216,2018-04-10,DAL vs. PHX,PHX,DAL,4,2018
Regular Season,2017-18,21701217,2018-04-10,UTA vs. GSW,UTA,GSW,5,2018
Regular Season,2017-18,21701218,2018-04-10,HOU @ LAL,HOU,LAL,6,2018
Regular Season,2017-18,21701219,2018-04-11,BOS vs. BKN,BOS,BKN,1,2018
Regular Season,2017-18,21701220,2018-04-11,NYK @ CLE,NYK,CLE,2,2018
Regular Season,2017-18,21701221,2018-04-11,TOR @ MIA,MIA,TOR,3,2018
Regular Season,2017-18,21701222,2018-04-11,WAS @ ORL,ORL,WAS,4,2018
Regular Season,2017-18,21701223,2018-04-11,PHI vs. MIL,PHI,MIL,5,2018
Regular Season,2017-18,21701224,2018-04-11,DET @ CHI,DET,CHI,6,2018
Regular Season,2017-18,21701225,2018-04-11,DEN @ MIN,MIN,DEN,7,2018
Regular Season,2017-18,21701226,2018-04-11,NOP vs. SAS,NOP,SAS,8,2018
Regular Season,2017-18,21701227,2018-04-11,OKC vs. MEM,OKC,MEM,9,2018
Regular Season,2017-18,21701228,2018-04-11,LAC vs. LAL,LAL,LAC,10,2018
Regular Season,2017-18,21701229,2018-04-11,UTA @ POR,POR,UTA,11,2018
Regular Season,2017-18,21701230,2018-04-11,HOU @ SAC,SAC,HOU,12,2018
Playoffs,2017-18,41700101,2018-04-14,WAS @ TOR,TOR,WAS,1,2018
Playoffs,2017-18,41700121,2018-04-14,PHI vs. MIA,PHI,MIA,2,2018
Playoffs,2017-18,41700151,2018-04-14,GSW vs. SAS,GSW,SAS,3,2018
Playoffs,2017-18,41700161,2018-04-14,POR vs. NOP,NOP,POR,4,2018
Playoffs,2017-18,41700111,2018-04-15,BOS vs. MIL,BOS,MIL,1,2018
Playoffs,2017-18,41700131,2018-04-15,CLE vs. IND,IND,CLE,2,2018
Playoffs,2017-18,41700141,2018-04-15,HOU vs. MIN,HOU,MIN,3,2018
Playoffs,2017-18,41700171,2018-04-15,UTA @ OKC,OKC,UTA,4,2018
Playoffs,2017-18,41700122,2018-04-16,PHI vs. MIA,MIA,PHI,1,2018
Playoffs,2017-18,41700152,2018-04-16,GSW vs. SAS,GSW,SAS,2,2018
Playoffs,2017-18,41700102,2018-04-17,TOR vs. WAS,TOR,WAS,1,2018
Playoffs,2017-18,41700112,2018-04-17,BOS vs. MIL,BOS,MIL,2,2018
Playoffs,2017-18,41700162,2018-04-17,POR vs. NOP,NOP,POR,3,2018
Playoffs,2017-18,41700132,2018-04-18,CLE vs. IND,CLE,IND,1,2018
Playoffs,2017-18,41700142,2018-04-18,MIN @ HOU,HOU,MIN,2,2018
Playoffs,2017-18,41700172,2018-04-18,OKC vs. UTA,UTA,OKC,3,2018
Playoffs,2017-18,41700123,2018-04-19,MIA vs. PHI,PHI,MIA,1,2018
Playoffs,2017-18,41700153,2018-04-19,GSW @ SAS,GSW,SAS,2,2018
Playoffs,2017-18,41700163,2018-04-19,POR @ NOP,NOP,POR,3,2018
Playoffs,2017-18,41700103,2018-04-20,WAS vs. TOR,WAS,TOR,1,2018
Playoffs,2017-18,41700113,2018-04-20,BOS @ MIL,MIL,BOS,2,2018
Playoffs,2017-18,41700133,2018-04-20,IND vs. CLE,IND,CLE,3,2018
Playoffs,2017-18,41700124,2018-04-21,PHI @ MIA,PHI,MIA,1,2018
Playoffs,2017-18,41700143,2018-04-21,MIN vs. HOU,MIN,HOU,2,2018
Playoffs,2017-18,41700164,2018-04-21,NOP vs. POR,NOP,POR,3,2018
Playoffs,2017-18,41700173,2018-04-21,OKC @ UTA,UTA,OKC,4,2018
Playoffs,2017-18,41700104,2018-04-22,WAS vs. TOR,WAS,TOR,1,2018
Playoffs,2017-18,41700114,2018-04-22,MIL vs. BOS,MIL,BOS,2,2018
Playoffs,2017-18,41700134,2018-04-22,CLE @ IND,CLE,IND,3,2018
Playoffs,2017-18,41700154,2018-04-22,GSW @ SAS,SAS,GSW,4,2018
Playoffs,2017-18,41700144,2018-04-23,MIN vs. HOU,HOU,MIN,1,2018
Playoffs,2017-18,41700174,2018-04-23,UTA vs. OKC,UTA,OKC,2,2018
Playoffs,2017-18,41700115,2018-04-24,MIL @ BOS,BOS,MIL,1,2018
Playoffs,2017-18,41700125,2018-04-24,PHI vs. MIA,PHI,MIA,2,2018
Playoffs,2017-18,41700155,2018-04-24,GSW vs. SAS,GSW,SAS,3,2018
Playoffs,2017-18,41700105,2018-04-25,WAS @ TOR,TOR,WAS,1,2018
Playoffs,2017-18,41700135,2018-04-25,CLE vs. IND,CLE,IND,2,2018
Playoffs,2017-18,41700145,2018-04-25,MIN @ HOU,HOU,MIN,3,2018
Playoffs,2017-18,41700175,2018-04-25,OKC vs. UTA,OKC,UTA,4,2018
Playoffs,2017-18,41700116,2018-04-26,MIL vs. BOS,MIL,BOS,1,2018
Playoffs,2017-18,41700106,2018-04-27,WAS vs. TOR,TOR,WAS,1,2018
Playoffs,2017-18,41700136,2018-04-27,IND vs. CLE,IND,CLE,2,2018
Playoffs,2017-18,41700176,2018-04-27,UTA vs. OKC,UTA,OKC,3,2018
Playoffs,2017-18,41700117,2018-04-28,MIL @ BOS,BOS,MIL,1,2018
Playoffs,2017-18,41700231,2018-04-28,GSW vs. NOP,GSW,NOP,2,2018
Playoffs,2017-18,41700137,2018-04-29,IND @ CLE,CLE,IND,1,2018
Playoffs,2017-18,41700221,2018-04-29,UTA @ HOU,HOU,UTA,2,2018
Playoffs,2017-18,41700211,2018-04-30,BOS vs. PHI,BOS,PHI,1,2018
Playoffs,2017-18,41700201,2018-05-01,TOR vs. CLE,CLE,TOR,1,2018
Playoffs,2017-18,41700232,2018-05-01,NOP @ GSW,GSW,NOP,2,2018
Playoffs,2017-18,41700222,2018-05-02,UTA @ HOU,UTA,HOU,1,2018
Playoffs,2017-18,41700202,2018-05-03,TOR vs. CLE,CLE,TOR,1,2018
Playoffs,2017-18,41700212,2018-05-03,PHI @ BOS,BOS,PHI,2,2018
Playoffs,2017-18,41700223,2018-05-04,UTA vs. HOU,HOU,UTA,1,2018
Playoffs,2017-18,41700233,2018-05-04,GSW @ NOP,NOP,GSW,2,2018
Playoffs,2017-18,41700203,2018-05-05,TOR @ CLE,CLE,TOR,1,2018
Playoffs,2017-18,41700213,2018-05-05,BOS @ PHI,BOS,PHI,2,2018
Playoffs,2017-18,41700224,2018-05-06,UTA vs. HOU,HOU,UTA,1,2018
Playoffs,2017-18,41700234,2018-05-06,NOP vs. GSW,GSW,NOP,2,2018
Playoffs,2017-18,41700204,2018-05-07,CLE vs. TOR,CLE,TOR,1,2018
Playoffs,2017-18,41700214,2018-05-07,PHI vs. BOS,PHI,BOS,2,2018
Playoffs,2017-18,41700225,2018-05-08,UTA @ HOU,HOU,UTA,1,2018
Playoffs,2017-18,41700235,2018-05-08,NOP @ GSW,GSW,NOP,2,2018
Playoffs,2017-18,41700215,2018-05-09,BOS vs. PHI,BOS,PHI,1,2018
Playoffs,2017-18,41700301,2018-05-13,BOS vs. CLE,BOS,CLE,1,2018
Playoffs,2017-18,41700311,2018-05-14,GSW @ HOU,GSW,HOU,1,2018
Playoffs,2017-18,41700302,2018-05-15,CLE @ BOS,BOS,CLE,1,2018
Playoffs,2017-18,41700312,2018-05-16,GSW @ HOU,HOU,GSW,1,2018
Playoffs,2017-18,41700303,2018-05-19,CLE vs. BOS,CLE,BOS,1,2018
Playoffs,2017-18,41700313,2018-05-20,HOU @ GSW,GSW,HOU,1,2018
Playoffs,2017-18,41700304,2018-05-21,CLE vs. BOS,CLE,BOS,1,2018
Playoffs,2017-18,41700314,2018-05-22,GSW vs. HOU,HOU,GSW,1,2018
Playoffs,2017-18,41700305,2018-05-23,BOS vs. CLE,BOS,CLE,1,2018
Playoffs,2017-18,41700315,2018-05-24,GSW @ HOU,HOU,GSW,1,2018
Playoffs,2017-18,41700306,2018-05-25,CLE vs. BOS,CLE,BOS,1,2018
Playoffs,2017-18,41700316,2018-05-26,HOU @ GSW,GSW,HOU,1,2018
Playoffs,2017-18,41700307,2018-05-27,BOS vs. CLE,CLE,BOS,1,2018
Playoffs,2017-18,41700317,2018-05-28,GSW @ HOU,GSW,HOU,1,2018
Playoffs,2017-18,41700401,2018-05-31,CLE @ GSW,GSW,CLE,1,2018
Playoffs,2017-18,41700402,2018-06-03,GSW vs. CLE,GSW,CLE,1,2018
Playoffs,2017-18,41700403,2018-06-06,GSW @ CLE,GSW,CLE,1,2018
Playoffs,2017-18,41700404,2018-06-08,CLE vs. GSW,GSW,CLE,1,2018
Regular Season,2018-19,21800001,2018-10-16,PHI @ BOS,BOS,PHI,1,2019
Regular Season,2018-19,21800002,2018-10-16,GSW vs. OKC,GSW,OKC,2,2019
Regular Season,2018-19,21800003,2018-10-17,MIL @ CHA,MIL,CHA,1,2019
Regular Season,2018-19,21800004,2018-10-17,BKN @ DET,DET,BKN,2,2019
Regular Season,2018-19,21800005,2018-10-17,IND vs. MEM,IND,MEM,3,2019
Regular Season,2018-19,21800006,2018-10-17,MIA @ ORL,ORL,MIA,4,2019
Regular Season,2018-19,21800007,2018-10-17,ATL @ NYK,NYK,ATL,5,2019
Regular Season,2018-19,21800008,2018-10-17,TOR vs. CLE,TOR,CLE,6,2019
Regular Season,2018-19,21800009,2018-10-17,NOP @ HOU,NOP,HOU,7,2019
Regular Season,2018-19,21800010,2018-10-17,MIN @ SAS,SAS,MIN,8,2019
Regular Season,2018-19,21800011,2018-10-17,SAC vs. UTA,UTA,SAC,9,2019
Regular Season,2018-19,21800012,2018-10-17,DEN @ LAC,DEN,LAC,10,2019
Regular Season,2018-19,21800013,2018-10-17,PHX vs. DAL,PHX,DAL,11,2019
Regular Season,2018-19,21800014,2018-10-18,PHI vs. CHI,PHI,CHI,1,2019
Regular Season,2018-19,21800015,2018-10-18,WAS vs. MIA,MIA,WAS,2,2019
Regular Season,2018-19,21800016,2018-10-18,POR vs. LAL,POR,LAL,3,2019
Regular Season,2018-19,21800017,2018-10-19,CHA @ ORL,CHA,ORL,1,2019
Regular Season,2018-19,21800018,2018-10-19,NYK @ BKN,BKN,NYK,2,2019
Regular Season,2018-19,21800019,2018-10-19,BOS @ TOR,TOR,BOS,3,2019
Regular Season,2018-19,21800020,2018-10-19,ATL @ MEM,MEM,ATL,4,2019
Regular Season,2018-19,21800021,2018-10-19,MIN vs. CLE,MIN,CLE,5,2019
