typeSeason,slugSeason,idGame,dateGame,slugMatchup,slugTeamWinner,slugTeamLoser,numberGameDay,season
Regular Season,1989-90,28900001,1989-11-03,LAC vs. HOU,LAC,HOU,1,1990
Regular Season,1989-90,28900002,1989-11-03,ATL vs. IND,IND,ATL,2,1990
Regular Season,1989-90,28900003,1989-11-03,PHX vs. GOS,PHX,GOS,3,1990
Regular Season,1989-90,28900004,1989-11-03,LAL @ DAL,LAL,DAL,4,1990
Regular Season,1989-90,28900005,1989-11-03,DET vs. NYK,DET,NYK,5,1990
Regular Season,1989-90,28900006,1989-11-03,MIA vs. NJN,NJN,MIA,6,1990
Regular Season,1989-90,28900007,1989-11-03,DEN @ UTH,UTH,DEN,7,1990
Regular Season,1989-90,28900008,1989-11-03,MIL @ BOS,BOS,MIL,8,1990
Regular Season,1989-90,28900009,1989-11-03,CLE @ CHI,CHI,CLE,9,1990
Regular Season,1989-90,28900010,1989-11-03,WAS @ CHH,WAS,CHH,10,1990
Regular Season,1989-90,28900011,1989-11-03,POR vs. SAC,POR,SAC,11,1990
Regular Season,1989-90,28900012,1989-11-03,MIN @ SEA,SEA,MIN,12,1990
Regular Season,1989-90,28900013,1989-11-04,MIA @ NYK,NYK,MIA,1,1990
Regular Season,1989-90,28900014,1989-11-04,GOS vs. HOU,HOU,GOS,2,1990
Regular Season,1989-90,28900015,1989-11-04,IND vs. CLE,IND,CLE,3,1990
Regular Season,1989-90,28900016,1989-11-04,SEA @ SAC,SAC,SEA,4,1990
Regular Season,1989-90,28900017,1989-11-04,PHL vs. MIL,MIL,PHL,5,1990
Regular Season,1989-90,28900018,1989-11-04,WAS vs. DET,DET,WAS,6,1990
Regular Season,1989-90,28900019,1989-11-04,SAN vs. LAL,SAN,LAL,7,1990
Regular Season,1989-90,28900020,1989-11-04,DEN vs. PHX,DEN,PHX,8,1990
Regular Season,1989-90,28900021,1989-11-04,CHI vs. BOS,BOS,CHI,9,1990
Regular Season,1989-90,28900022,1989-11-04,ORL vs. NJN,NJN,ORL,10,1990
Regular Season,1989-90,28900023,1989-11-05,POR vs. MIN,POR,MIN,1,1990
Regular Season,1989-90,28900024,1989-11-06,ORL vs. NYK,ORL,NYK,1,1990
Regular Season,1989-90,28900025,1989-11-07,ATL vs. WAS,WAS,ATL,1,1990
Regular Season,1989-90,28900026,1989-11-07,DAL @ SAC,SAC,DAL,2,1990
Regular Season,1989-90,28900027,1989-11-07,HOU vs. POR,HOU,POR,3,1990
Regular Season,1989-90,28900028,1989-11-07,DET @ CHI,CHI,DET,4,1990
Regular Season,1989-90,28900029,1989-11-07,BOS @ MIL,MIL,BOS,5,1990
Regular Season,1989-90,28900030,1989-11-07,LAC @ GOS,GOS,LAC,6,1990
Regular Season,1989-90,28900031,1989-11-07,SEA vs. CHH,SEA,CHH,7,1990
Regular Season,1989-90,28900032,1989-11-07,LAL vs. PHX,LAL,PHX,8,1990
Regular Season,1989-90,28900033,1989-11-07,MIA @ NJN,MIA,NJN,9,1990
Regular Season,1989-90,28900034,1989-11-08,LAC vs. DAL,DAL,LAC,1,1990
Regular Season,1989-90,28900035,1989-11-08,MIN vs. CHI,CHI,MIN,2,1990
Regular Season,1989-90,28900036,1989-11-08,DET @ IND,IND,DET,3,1990
Regular Season,1989-90,28900037,1989-11-08,CLE vs. ORL,ORL,CLE,4,1990
Regular Season,1989-90,28900038,1989-11-08,MIA @ PHL,PHL,MIA,5,1990
Regular Season,1989-90,28900039,1989-11-08,UTH vs. CHH,UTH,CHH,6,1990
Regular Season,1989-90,28900040,1989-11-08,SAN vs. POR,POR,SAN,7,1990
Regular Season,1989-90,28900041,1989-11-08,WAS vs. BOS,WAS,BOS,8,1990
Regular Season,1989-90,28900042,1989-11-08,DEN vs. SAC,DEN,SAC,9,1990
Regular Season,1989-90,28900043,1989-11-09,LAL @ GOS,LAL,GOS,1,1990
Regular Season,1989-90,28900044,1989-11-09,DEN @ HOU,DEN,HOU,2,1990
Regular Season,1989-90,28900045,1989-11-09,SEA @ MIL,MIL,SEA,3,1990
Regular Season,1989-90,28900046,1989-11-09,NYK vs. NJN,NYK,NJN,4,1990
Regular Season,1989-90,28900047,1989-11-10,IND vs. MIA,IND,MIA,1,1990
Regular Season,1989-90,28900048,1989-11-10,CLE @ WAS,WAS,CLE,2,1990
Regular Season,1989-90,28900049,1989-11-10,NJN vs. CHI,NJN,CHI,3,1990
Regular Season,1989-90,28900050,1989-11-10,ORL vs. DET,DET,ORL,4,1990
Regular Season,1989-90,28900051,1989-11-10,PHX vs. SAC,PHX,SAC,5,1990
Regular Season,1989-90,28900052,1989-11-10,DAL vs. POR,POR,DAL,6,1990
Regular Season,1989-90,28900053,1989-11-10,SAN @ UTH,UTH,SAN,7,1990
Regular Season,1989-90,28900054,1989-11-10,ATL @ BOS,BOS,ATL,8,1990
Regular Season,1989-90,28900055,1989-11-10,MIN vs. PHL,MIN,PHL,9,1990
Regular Season,1989-90,28900056,1989-11-10,LAL vs. CHH,LAL,CHH,10,1990
Regular Season,1989-90,28900057,1989-11-11,DET @ MIA,MIA,DET,1,1990
Regular Season,1989-90,28900058,1989-11-11,UTH @ HOU,HOU,UTH,2,1990
Regular Season,1989-90,28900059,1989-11-11,CLE vs. BOS,CLE,BOS,3,1990
Regular Season,1989-90,28900060,1989-11-11,SEA @ CHI,CHI,SEA,4,1990
Regular Season,1989-90,28900061,1989-11-11,MIL vs. PHL,PHL,MIL,5,1990
Regular Season,1989-90,28900062,1989-11-11,CHH @ GOS,GOS,CHH,6,1990
Regular Season,1989-90,28900063,1989-11-11,SAN vs. DEN,SAN,DEN,7,1990
Regular Season,1989-90,28900064,1989-11-11,ORL @ ATL,ATL,ORL,8,1990
Regular Season,1989-90,28900065,1989-11-11,NYK @ LAC,NYK,LAC,9,1990
Regular Season,1989-90,28900066,1989-11-12,DAL @ LAL,LAL,DAL,1,1990
Regular Season,1989-90,28900067,1989-11-12,MIN vs. SEA,SEA,MIN,2,1990
Regular Season,1989-90,28900068,1989-11-12,WAS @ POR,WAS,POR,3,1990
Regular Season,1989-90,28900069,1989-11-13,UTH vs. WAS,UTH,WAS,1,1990
Regular Season,1989-90,28900070,1989-11-13,ORL vs. ATL,ATL,ORL,2,1990
Regular Season,1989-90,28900071,1989-11-14,MIL vs. SAN,MIL,SAN,1,1990
Regular Season,1989-90,28900072,1989-11-14,SAC vs. CHI,CHI,SAC,2,1990
Regular Season,1989-90,28900073,1989-11-14,MIN vs. GOS,MIN,GOS,3,1990
Regular Season,1989-90,28900074,1989-11-14,BOS vs. PHL,BOS,PHL,4,1990
Regular Season,1989-90,28900075,1989-11-14,LAC vs. DEN,LAC,DEN,5,1990
Regular Season,1989-90,28900076,1989-11-14,NJN vs. CLE,CLE,NJN,6,1990
Regular Season,1989-90,28900077,1989-11-14,SEA vs. DAL,DAL,SEA,7,1990
Regular Season,1989-90,28900078,1989-11-14,MIA vs. HOU,MIA,HOU,8,1990
Regular Season,1989-90,28900079,1989-11-14,CHH vs. ORL,CHH,ORL,9,1990
Regular Season,1989-90,28900080,1989-11-14,POR vs. NYK,POR,NYK,10,1990
Regular Season,1989-90,28900081,1989-11-15,CHI @ UTH,UTH,CHI,1,1990
Regular Season,1989-90,28900082,1989-11-15,LAL vs. IND,LAL,IND,2,1990
Regular Season,1989-90,28900083,1989-11-15,CHH @ PHL,PHL,CHH,3,1990
Regular Season,1989-90,28900084,1989-11-15,PHX vs. POR,PHX,POR,4,1990
Regular Season,1989-90,28900085,1989-11-15,GOS @ CLE,CLE,GOS,5,1990
Regular Season,1989-90,28900086,1989-11-15,DET vs. MIA,DET,MIA,6,1990
Regular Season,1989-90,28900087,1989-11-15,WAS @ DEN,DEN,WAS,7,1990
Regular Season,1989-90,28900088,1989-11-15,SAN @ MIN,SAN,MIN,8,1990
Regular Season,1989-90,28900089,1989-11-15,NJN @ BOS,BOS,NJN,9,1990
Regular Season,1989-90,28900090,1989-11-16,SAC vs. NYK,NYK,SAC,1,1990
Regular Season,1989-90,28900091,1989-11-16,SEA vs. WAS,SEA,WAS,2,1990
Regular Season,1989-90,28900092,1989-11-16,ORL @ MIL,MIL,ORL,3,1990
Regular Season,1989-90,28900093,1989-11-16,LAC @ HOU,HOU,LAC,4,1990
Regular Season,1989-90,28900094,1989-11-17,UTH vs. IND,UTH,IND,1,1990
Regular Season,1989-90,28900095,1989-11-17,MIL @ DET,DET,MIL,2,1990
Regular Season,1989-90,28900096,1989-11-17,CLE vs. ATL,CLE,ATL,3,1990
Regular Season,1989-90,28900097,1989-11-17,LAC @ DAL,DAL,LAC,4,1990
Regular Season,1989-90,28900098,1989-11-17,LAL vs. DEN,LAL,DEN,5,1990
Regular Season,1989-90,28900099,1989-11-17,CHH vs. GOS,CHH,GOS,6,1990
Regular Season,1989-90,28900100,1989-11-17,MIN @ BOS,BOS,MIN,7,1990
Regular Season,1989-90,28900101,1989-11-17,SAN @ PHL,PHL,SAN,8,1990
Regular Season,1989-90,28900102,1989-11-17,PHX @ POR,POR,PHX,9,1990
Regular Season,1989-90,28900103,1989-11-18,DET vs. BOS,DET,BOS,1,1990
Regular Season,1989-90,28900104,1989-11-18,IND @ SAC,SAC,IND,2,1990
Regular Season,1989-90,28900105,1989-11-18,PHL @ ORL,ORL,PHL,3,1990
Regular Season,1989-90,28900106,1989-11-18,GOS @ ATL,ATL,GOS,4,1990
Regular Season,1989-90,28900107,1989-11-18,MIA @ DAL,DAL,MIA,5,1990
Regular Season,1989-90,28900108,1989-11-18,MIN @ NYK,NYK,MIN,6,1990
Regular Season,1989-90,28900109,1989-11-18,SAN @ NJN,SAN,NJN,7,1990
Regular Season,1989-90,28900110,1989-11-18,WAS @ PHX,PHX,WAS,8,1990
Regular Season,1989-90,28900111,1989-11-18,CHI @ SEA,SEA,CHI,9,1990
Regular Season,1989-90,28900112,1989-11-18,DEN vs. HOU,DEN,HOU,10,1990
Regular Season,1989-90,28900113,1989-11-19,SEA @ POR,POR,SEA,1,1990
Regular Season,1989-90,28900114,1989-11-19,HOU vs. MIA,HOU,MIA,2,1990
Regular Season,1989-90,28900115,1989-11-19,WAS @ LAL,LAL,WAS,3,1990
Regular Season,1989-90,28900116,1989-11-21,ORL @ SAC,ORL,SAC,1,1990
Regular Season,1989-90,28900117,1989-11-21,DET vs. ATL,ATL,DET,2,1990
Regular Season,1989-90,28900118,1989-11-21,DAL @ DEN,DEN,DAL,3,1990
Regular Season,1989-90,28900119,1989-11-21,MIL @ WAS,WAS,MIL,4,1990
Regular Season,1989-90,28900120,1989-11-21,NYK vs. HOU,NYK,HOU,5,1990
Regular Season,1989-90,28900121,1989-11-21,CHH vs. MIA,MIA,CHH,6,1990
Regular Season,1989-90,28900122,1989-11-21,SEA vs. NJN,SEA,NJN,7,1990
Regular Season,1989-90,28900123,1989-11-21,IND vs. BOS,IND,BOS,8,1990
Regular Season,1989-90,28900124,1989-11-21,SAN vs. PHX,SAN,PHX,9,1990
Regular Season,1989-90,28900125,1989-11-21,POR vs. CHI,POR,CHI,10,1990
Regular Season,1989-90,28900126,1989-11-21,MIN vs. UTH,UTH,MIN,11,1990
Regular Season,1989-90,28900127,1989-11-22,LAC vs. NJN,LAC,NJN,1,1990
Regular Season,1989-90,28900128,1989-11-22,BOS vs. HOU,BOS,HOU,2,1990
Regular Season,1989-90,28900129,1989-11-22,CLE vs. NYK,CLE,NYK,3,1990
Regular Season,1989-90,28900130,1989-11-22,MIA vs. PHL,PHL,MIA,4,1990
Regular Season,1989-90,28900131,1989-11-22,SAC @ GOS,GOS,SAC,5,1990
Regular Season,1989-90,28900132,1989-11-22,MIL vs. ATL,MIL,ATL,6,1990
Regular Season,1989-90,28900133,1989-11-22,MIN vs. DEN,DEN,MIN,7,1990
Regular Season,1989-90,28900134,1989-11-22,CHI @ PHX,CHI,PHX,8,1990
Regular Season,1989-90,28900135,1989-11-22,UTH vs. ORL,ORL,UTH,9,1990
Regular Season,1989-90,28900136,1989-11-24,IND @ BOS,IND,BOS,1,1990
Regular Season,1989-90,28900137,1989-11-24,PHX vs. ORL,PHX,ORL,2,1990
Regular Season,1989-90,28900138,1989-11-24,LAC vs. SAN,SAN,LAC,3,1990
Regular Season,1989-90,28900139,1989-11-24,MIA vs. ATL,ATL,MIA,4,1990
Regular Season,1989-90,28900140,1989-11-24,DAL vs. MIN,DAL,MIN,5,1990
Regular Season,1989-90,28900141,1989-11-24,DET vs. CLE,DET,CLE,6,1990
Regular Season,1989-90,28900142,1989-11-24,HOU @ CHH,HOU,CHH,7,1990
Regular Season,1989-90,28900143,1989-11-24,DEN vs. SEA,DEN,SEA,8,1990
Regular Season,1989-90,28900144,1989-11-24,PHL vs. WAS,PHL,WAS,9,1990
Regular Season,1989-90,28900145,1989-11-24,NJN @ POR,POR,NJN,10,1990
Regular Season,1989-90,28900146,1989-11-25,CHH vs. MIN,CHH,MIN,1,1990
Regular Season,1989-90,28900147,1989-11-25,WAS vs. MIA,WAS,MIA,2,1990
Regular Season,1989-90,28900148,1989-11-25,ATL vs. BOS,ATL,BOS,3,1990
Regular Season,1989-90,28900149,1989-11-25,SAC vs. NJN,SAC,NJN,4,1990
Regular Season,1989-90,28900150,1989-11-25,CHI @ GOS,CHI,GOS,5,1990
Regular Season,1989-90,28900151,1989-11-25,PHL @ IND,PHL,IND,6,1990
Regular Season,1989-90,28900152,1989-11-25,MIL @ NYK,NYK,MIL,7,1990
Regular Season,1989-90,28900153,1989-11-25,UTH vs. LAL,LAL,UTH,8,1990
Regular Season,1989-90,28900154,1989-11-25,CLE vs. HOU,HOU,CLE,9,1990
Regular Season,1989-90,28900155,1989-11-25,DAL vs. SEA,SEA,DAL,10,1990
Regular Season,1989-90,28900156,1989-11-26,SAN @ LAL,LAL,SAN,1,1990
Regular Season,1989-90,28900157,1989-11-26,DET @ POR,POR,DET,2,1990
Regular Season,1989-90,28900158,1989-11-26,CHI @ LAC,LAC,CHI,3,1990
Regular Season,1989-90,28900159,1989-11-27,NYK vs. CHH,NYK,CHH,1,1990
Regular Season,1989-90,28900160,1989-11-27,NJN @ UTH,UTH,NJN,2,1990
Regular Season,1989-90,28900161,1989-11-27,MIL vs. IND,IND,MIL,3,1990
Regular Season,1989-90,28900162,1989-11-28,MIA @ ORL,ORL,MIA,1,1990
Regular Season,1989-90,28900163,1989-11-28,SEA @ SAN,SAN,SEA,2,1990
Regular Season,1989-90,28900164,1989-11-28,LAL @ HOU,HOU,LAL,3,1990
Regular Season,1989-90,28900165,1989-11-28,ATL @ CHI,CHI,ATL,4,1990
Regular Season,1989-90,28900166,1989-11-28,DET @ SAC,DET,SAC,5,1990
Regular Season,1989-90,28900167,1989-11-28,WAS @ CLE,CLE,WAS,6,1990
Regular Season,1989-90,28900168,1989-11-28,POR vs. LAC,POR,LAC,7,1990
Regular Season,1989-90,28900169,1989-11-28,GOS @ DEN,DEN,GOS,8,1990
Regular Season,1989-90,28900170,1989-11-29,NYK @ GOS,NYK,GOS,1,1990
Regular Season,1989-90,28900171,1989-11-29,LAC vs. MIL,MIL,LAC,2,1990
Regular Season,1989-90,28900172,1989-11-29,DET @ PHX,DET,PHX,3,1990
Regular Season,1989-90,28900173,1989-11-29,PHL vs. CLE,PHL,CLE,4,1990
Regular Season,1989-90,28900174,1989-11-29,WAS vs. ATL,ATL,WAS,5,1990
Regular Season,1989-90,28900175,1989-11-29,MIN @ MIA,MIN,MIA,6,1990
Regular Season,1989-90,28900176,1989-11-29,UTH @ IND,IND,UTH,7,1990
Regular Season,1989-90,28900177,1989-11-29,BOS @ NJN,BOS,NJN,8,1990
Regular Season,1989-90,28900178,1989-11-29,DAL vs. CHH,DAL,CHH,9,1990
Regular Season,1989-90,28900179,1989-11-30,SAC vs. LAL,LAL,SAC,1,1990
Regular Season,1989-90,28900180,1989-11-30,DAL @ SAN,SAN,DAL,2,1990
Regular Season,1989-90,28900181,1989-11-30,DEN vs. MIL,DEN,MIL,3,1990
Regular Season,1989-90,28900182,1989-11-30,HOU vs. CHH,HOU,CHH,4,1990
Regular Season,1989-90,28900183,1989-11-30,NYK @ SEA,SEA,NYK,5,1990
Regular Season,1989-90,28900184,1989-11-30,ORL vs. MIN,ORL,MIN,6,1990
Regular Season,1989-90,28900185,1989-12-01,PHL @ WAS,WAS,PHL,1,1990
Regular Season,1989-90,28900186,1989-12-01,IND vs. ORL,IND,ORL,2,1990
Regular Season,1989-90,28900187,1989-12-01,UTH @ ATL,ATL,UTH,3,1990
Regular Season,1989-90,28900188,1989-12-01,NJN vs. MIA,NJN,MIA,4,1990
Regular Season,1989-90,28900189,1989-12-01,CLE @ BOS,BOS,CLE,5,1990
Regular Season,1989-90,28900190,1989-12-01,GOS @ POR,POR,GOS,6,1990
Regular Season,1989-90,28900191,1989-12-01,DET @ LAL,DET,LAL,7,1990
Regular Season,1989-90,28900192,1989-12-01,PHX vs. LAC,PHX,LAC,8,1990
Regular Season,1989-90,28900193,1989-12-02,GOS vs. MIL,GOS,MIL,1,1990
Regular Season,1989-90,28900194,1989-12-02,POR @ DEN,DEN,POR,2,1990
Regular Season,1989-90,28900195,1989-12-02,HOU vs. DAL,DAL,HOU,3,1990
Regular Season,1989-90,28900196,1989-12-02,MIN @ CLE,MIN,CLE,4,1990
Regular Season,1989-90,28900197,1989-12-02,PHL @ ATL,ATL,PHL,5,1990
Regular Season,1989-90,28900198,1989-12-02,LAC vs. SAC,LAC,SAC,6,1990
Regular Season,1989-90,28900199,1989-12-02,DET @ SEA,SEA,DET,7,1990
Regular Season,1989-90,28900200,1989-12-02,PHX vs. NYK,NYK,PHX,8,1990
Regular Season,1989-90,28900201,1989-12-02,CHH @ SAN,SAN,CHH,9,1990
Regular Season,1989-90,28900202,1989-12-02,MIA vs. CHI,CHI,MIA,10,1990
Regular Season,1989-90,28900203,1989-12-02,UTH @ WAS,UTH,WAS,11,1990
Regular Season,1989-90,28900204,1989-12-03,NYK @ LAL,LAL,NYK,1,1990
Regular Season,1989-90,28900205,1989-12-04,POR @ ORL,POR,ORL,1,1990
Regular Season,1989-90,28900206,1989-12-05,SEA vs. HOU,SEA,HOU,1,1990
Regular Season,1989-90,28900207,1989-12-05,LAC @ LAL,LAL,LAC,2,1990
Regular Season,1989-90,28900208,1989-12-05,CLE vs. UTH,UTH,CLE,3,1990
Regular Season,1989-90,28900209,1989-12-05,MIA vs. POR,POR,MIA,4,1990
Regular Season,1989-90,28900210,1989-12-05,GOS @ DAL,DAL,GOS,5,1990
Regular Season,1989-90,28900211,1989-12-05,NJN @ MIN,MIN,NJN,6,1990
Regular Season,1989-90,28900212,1989-12-05,SAC vs. MIL,SAC,MIL,7,1990
Regular Season,1989-90,28900213,1989-12-05,NYK vs. PHL,NYK,PHL,8,1990
Regular Season,1989-90,28900214,1989-12-05,CHH vs. BOS,BOS,CHH,9,1990
Regular Season,1989-90,28900215,1989-12-05,DEN @ CHI,CHI,DEN,10,1990
Regular Season,1989-90,28900216,1989-12-06,DET vs. WAS,DET,WAS,1,1990
Regular Season,1989-90,28900217,1989-12-06,DEN @ IND,IND,DEN,2,1990
Regular Season,1989-90,28900218,1989-12-06,PHL vs. MIA,PHL,MIA,3,1990
Regular Season,1989-90,28900219,1989-12-06,ORL vs. ATL,ATL,ORL,4,1990
Regular Season,1989-90,28900220,1989-12-06,SAN vs. GOS,SAN,GOS,5,1990
Regular Season,1989-90,28900221,1989-12-06,BOS vs. NYK,BOS,NYK,6,1990
Regular Season,1989-90,28900222,1989-12-07,LAC vs. CLE,LAC,CLE,1,1990
Regular Season,1989-90,28900223,1989-12-07,CHH vs. POR,POR,CHH,2,1990
Regular Season,1989-90,28900224,1989-12-07,UTH vs. DAL,UTH,DAL,3,1990
Regular Season,1989-90,28900225,1989-12-07,LAL vs. PHX,LAL,PHX,4,1990
Regular Season,1989-90,28900226,1989-12-08,ATL vs. POR,ATL,POR,1,1990
Regular Season,1989-90,28900227,1989-12-08,SAC @ GOS,SAC,GOS,2,1990
Regular Season,1989-90,28900228,1989-12-08,MIA vs. ORL,MIA,ORL,3,1990
Regular Season,1989-90,28900229,1989-12-08,DEN @ BOS,DEN,BOS,4,1990
Regular Season,1989-90,28900230,1989-12-08,MIL @ PHX,PHX,MIL,5,1990
Regular Season,1989-90,28900231,1989-12-08,NJN @ HOU,NJN,HOU,6,1990
Regular Season,1989-90,28900232,1989-12-08,CHI @ IND,IND,CHI,7,1990
Regular Season,1989-90,28900233,1989-12-08,PHL vs. DET,PHL,DET,8,1990
Regular Season,1989-90,28900234,1989-12-08,SAN @ DAL,SAN,DAL,9,1990
Regular Season,1989-90,28900235,1989-12-09,LAC @ SEA,SEA,LAC,1,1990
Regular Season,1989-90,28900236,1989-12-09,UTH vs. HOU,UTH,HOU,2,1990
Regular Season,1989-90,28900237,1989-12-09,DET vs. IND,DET,IND,3,1990
Regular Season,1989-90,28900238,1989-12-09,BOS @ NYK,NYK,BOS,4,1990
Regular Season,1989-90,28900239,1989-12-09,NJN @ SAN,SAN,NJN,5,1990
Regular Season,1989-90,28900240,1989-12-09,CHH vs. DEN,DEN,CHH,6,1990
Regular Season,1989-90,28900241,1989-12-09,SAC vs. CLE,CLE,SAC,7,1990
Regular Season,1989-90,28900242,1989-12-09,CHI vs. PHL,CHI,PHL,8,1990
Regular Season,1989-90,28900243,1989-12-09,MIN @ ATL,ATL,MIN,9,1990
Regular Season,1989-90,28900244,1989-12-09,LAL @ WAS,WAS,LAL,10,1990
Regular Season,1989-90,28900245,1989-12-10,MIL vs. POR,MIL,POR,1,1990
Regular Season,1989-90,28900246,1989-12-10,ORL vs. LAL,ORL,LAL,2,1990
Regular Season,1989-90,28900247,1989-12-11,CLE @ UTH,CLE,UTH,1,1990
Regular Season,1989-90,28900248,1989-12-12,SAC vs. GOS,GOS,SAC,1,1990
Regular Season,1989-90,28900249,1989-12-12,SAN @ ATL,ATL,SAN,2,1990
Regular Season,1989-90,28900250,1989-12-12,DAL @ CHI,CHI,DAL,3,1990
Regular Season,1989-90,28900251,1989-12-12,HOU vs. PHX,HOU,PHX,4,1990
Regular Season,1989-90,28900252,1989-12-12,CHH vs. LAL,LAL,CHH,5,1990
Regular Season,1989-90,28900253,1989-12-12,DET @ DEN,DET,DEN,6,1990
Regular Season,1989-90,28900254,1989-12-12,PHL @ NJN,NJN,PHL,7,1990
Regular Season,1989-90,28900255,1989-12-12,MIL vs. ORL,MIL,ORL,8,1990
Regular Season,1989-90,28900256,1989-12-12,IND vs. MIN,IND,MIN,9,1990
Regular Season,1989-90,28900257,1989-12-12,POR vs. LAC,POR,LAC,10,1990
Regular Season,1989-90,28900258,1989-12-13,LAL @ MIA,LAL,MIA,1,1990
Regular Season,1989-90,28900259,1989-12-13,MIN vs. DAL,DAL,MIN,2,1990
Regular Season,1989-90,28900260,1989-12-13,DET @ LAC,LAC,DET,3,1990
Regular Season,1989-90,28900261,1989-12-13,PHX @ UTH,UTH,PHX,4,1990
Regular Season,1989-90,28900262,1989-12-13,GOS vs. DEN,GOS,DEN,5,1990
Regular Season,1989-90,28900263,1989-12-13,BOS vs. SEA,BOS,SEA,6,1990
Regular Season,1989-90,28900264,1989-12-13,MIL @ CLE,CLE,MIL,7,1990
Regular Season,1989-90,28900265,1989-12-13,ATL @ PHL,PHL,ATL,8,1990
Regular Season,1989-90,28900266,1989-12-14,NJN vs. IND,IND,NJN,1,1990
Regular Season,1989-90,28900267,1989-12-14,CHI vs. ORL,CHI,ORL,2,1990
Regular Season,1989-90,28900268,1989-12-14,CHH @ WAS,WAS,CHH,3,1990
Regular Season,1989-90,28900269,1989-12-14,SAN vs. HOU,SAN,HOU,4,1990
Regular Season,1989-90,28900270,1989-12-15,GOS @ POR,GOS,POR,1,1990
Regular Season,1989-90,28900271,1989-12-15,MIL @ IND,MIL,IND,2,1990
Regular Season,1989-90,28900272,1989-12-15,ATL vs. NYK,NYK,ATL,3,1990
Regular Season,1989-90,28900273,1989-12-15,DAL @ PHL,DAL,PHL,4,1990
Regular Season,1989-90,28900274,1989-12-15,DEN vs. SAC,DEN,SAC,5,1990
Regular Season,1989-90,28900275,1989-12-15,MIN vs. MIA,MIA,MIN,6,1990
Regular Season,1989-90,28900276,1989-12-15,PHX vs. HOU,PHX,HOU,7,1990
Regular Season,1989-90,28900277,1989-12-15,SEA @ CLE,CLE,SEA,8,1990
Regular Season,1989-90,28900278,1989-12-15,LAL @ BOS,LAL,BOS,9,1990
Regular Season,1989-90,28900279,1989-12-15,DET @ UTH,UTH,DET,10,1990
Regular Season,1989-90,28900280,1989-12-16,ORL @ SAN,SAN,ORL,1,1990
Regular Season,1989-90,28900281,1989-12-16,DET @ GOS,GOS,DET,2,1990
Regular Season,1989-90,28900282,1989-12-16,NJN vs. LAL,LAL,NJN,3,1990
Regular Season,1989-90,28900283,1989-12-16,LAC vs. DEN,LAC,DEN,4,1990
Regular Season,1989-90,28900284,1989-12-16,MIA @ MIL,MIA,MIL,5,1990
Regular Season,1989-90,28900285,1989-12-16,WAS vs. DAL,WAS,DAL,6,1990
Regular Season,1989-90,28900286,1989-12-16,SEA @ NYK,NYK,SEA,7,1990
Regular Season,1989-90,28900287,1989-12-16,CHH @ CHI,CHI,CHH,8,1990
Regular Season,1989-90,28900288,1989-12-17,MIN vs. UTH,UTH,MIN,1,1990
Regular Season,1989-90,28900289,1989-12-17,PHX @ SAC,PHX,SAC,2,1990
Regular Season,1989-90,28900290,1989-12-17,IND @ POR,POR,IND,3,1990
Regular Season,1989-90,28900291,1989-12-17,HOU vs. ORL,HOU,ORL,4,1990
Regular Season,1989-90,28900292,1989-12-19,LAL @ CHI,CHI,LAL,1,1990
Regular Season,1989-90,28900293,1989-12-19,UTH @ NYK,NYK,UTH,2,1990
Regular Season,1989-90,28900294,1989-12-19,SEA @ DET,DET,SEA,3,1990
Regular Season,1989-90,28900295,1989-12-19,MIL vs. BOS,BOS,MIL,4,1990
Regular Season,1989-90,28900296,1989-12-19,WAS vs. MIN,WAS,MIN,5,1990
Regular Season,1989-90,28900297,1989-12-19,ATL vs. SAC,ATL,SAC,6,1990
Regular Season,1989-90,28900298,1989-12-19,HOU @ POR,POR,HOU,7,1990
Regular Season,1989-90,28900299,1989-12-19,NJN @ MIA,NJN,MIA,8,1990
Regular Season,1989-90,28900300,1989-12-19,CHH vs. DAL,CHH,DAL,9,1990
Regular Season,1989-90,28900301,1989-12-19,IND @ LAC,LAC,IND,10,1990
Regular Season,1989-90,28900302,1989-12-20,UTH @ BOS,BOS,UTH,1,1990
Regular Season,1989-90,28900303,1989-12-20,CHI @ ORL,ORL,CHI,2,1990
Regular Season,1989-90,28900304,1989-12-20,NJN vs. DAL,DAL,NJN,3,1990
Regular Season,1989-90,28900305,1989-12-20,WAS @ PHL,PHL,WAS,4,1990
Regular Season,1989-90,28900306,1989-12-20,DEN @ CLE,DEN,CLE,5,1990
Regular Season,1989-90,28900307,1989-12-20,SAC @ SAN,SAN,SAC,6,1990
Regular Season,1989-90,28900308,1989-12-20,IND @ PHX,IND,PHX,7,1990
Regular Season,1989-90,28900309,1989-12-20,HOU @ GOS,GOS,HOU,8,1990
Regular Season,1989-90,28900310,1989-12-20,LAL @ MIN,LAL,MIN,9,1990
Regular Season,1989-90,28900311,1989-12-21,POR @ SEA,SEA,POR,1,1990
Regular Season,1989-90,28900312,1989-12-21,ATL @ MIA,ATL,MIA,2,1990
Regular Season,1989-90,28900313,1989-12-22,GOS vs. IND,GOS,IND,1,1990
Regular Season,1989-90,28900314,1989-12-22,CHI @ ATL,CHI,ATL,2,1990
Regular Season,1989-90,28900315,1989-12-22,ORL vs. DEN,DEN,ORL,3,1990
Regular Season,1989-90,28900316,1989-12-22,SAC @ HOU,HOU,SAC,4,1990
